beneficiary_id,asset_id,scheme_id,region_id,count,description
BEN_AUTO_ASSET_WB_272426,ASSET_WB_272426,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Babarpur, Shahdara (water_body)"
BEN_AUTO_ASSET_WB_272427,ASSET_WB_272427,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Jafarabad, Shahdara (water_body)"
BEN_AUTO_ASSET_WB_272428,ASSET_WB_272428,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Mauzpur, Shahdara (water_body)"
BEN_AUTO_ASSET_WB_272429,ASSET_WB_272429,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Sakdarpur, Shahdara (water_body)"
BEN_AUTO_ASSET_WB_272430,ASSET_WB_272430,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Chandarawali Shahdara, Shahdara (water_body)"
BEN_AUTO_ASSET_WB_272431,ASSET_WB_272431,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Ghondli, Shahdara (water_body)"
BEN_AUTO_ASSET_WB_272432,ASSET_WB_272432,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Karkardooma, Shahdara (water_body)"
BEN_AUTO_ASSET_WB_272433,ASSET_WB_272433,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Oidenpuri, Shahdara (water_body)"
BEN_AUTO_ASSET_WB_272434,ASSET_WB_272434,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Seelampuri, Shahdara (water_body)"
BEN_AUTO_ASSET_WB_272435,ASSET_WB_272435,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Behlolpur, Souh East (water_body)"
BEN_AUTO_ASSET_WB_272436,ASSET_WB_272436,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Chak Chilla, Souh East (water_body)"
BEN_AUTO_ASSET_WB_272437,ASSET_WB_272437,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Garhi Jhariya Marya, Souh East (water_body)"
BEN_AUTO_ASSET_WB_272438,ASSET_WB_272438,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Joga Bai, Souh East (water_body)"
BEN_AUTO_ASSET_WB_272439,ASSET_WB_272439,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Khizarabad, Souh East (water_body)"
BEN_AUTO_ASSET_WB_272440,ASSET_WB_272440,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Khizarabad, Souh East (water_body)"
BEN_AUTO_ASSET_WB_272441,ASSET_WB_272441,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Kilokari, Souh East (water_body)"
BEN_AUTO_ASSET_WB_272442,ASSET_WB_272442,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Kiotla Mubarakpur, Souh East (water_body)"
BEN_AUTO_ASSET_WB_272443,ASSET_WB_272443,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Kiotla Mubarakpur, Souh East (water_body)"
BEN_AUTO_ASSET_WB_272444,ASSET_WB_272444,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Reservoir — Okhla, Souh East (water_body)"
BEN_AUTO_ASSET_WB_272445,ASSET_WB_272445,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Reservoir — Okhla, Souh East (water_body)"
BEN_AUTO_ASSET_WB_272446,ASSET_WB_272446,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Sarai Kale Khan, Souh East (water_body)"
BEN_AUTO_ASSET_WB_272447,ASSET_WB_272447,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Baha Pur, Souh East (water_body)"
BEN_AUTO_ASSET_WB_272448,ASSET_WB_272448,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Baha Pur, Souh East (water_body)"
BEN_AUTO_ASSET_WB_272449,ASSET_WB_272449,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Baha Pur, Souh East (water_body)"
BEN_AUTO_ASSET_WB_272450,ASSET_WB_272450,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Baha Pur, Souh East (water_body)"
BEN_AUTO_ASSET_WB_272451,ASSET_WB_272451,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Baha Pur, Souh East (water_body)"
BEN_AUTO_ASSET_WB_272452,ASSET_WB_272452,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Tehkhand, Souh East (water_body)"
BEN_AUTO_ASSET_WB_272453,ASSET_WB_272453,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Tuglakabad, Souh East (water_body)"
BEN_AUTO_ASSET_WB_272454,ASSET_WB_272454,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Tuglakabad, Souh East (water_body)"
BEN_AUTO_ASSET_WB_272455,ASSET_WB_272455,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Tuglakabad, Souh East (water_body)"
BEN_AUTO_ASSET_WB_272456,ASSET_WB_272456,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Tuglakabad, Souh East (water_body)"
BEN_AUTO_ASSET_WB_272457,ASSET_WB_272457,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Tuglakabad, Souh East (water_body)"
BEN_AUTO_ASSET_WB_272458,ASSET_WB_272458,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Tank — Tuglakabad, Souh East (water_body)"
BEN_AUTO_ASSET_WB_272459,ASSET_WB_272459,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Tuglakabad, Souh East (water_body)"
BEN_AUTO_ASSET_WB_272460,ASSET_WB_272460,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Tuglakabad, Souh East (water_body)"
BEN_AUTO_ASSET_WB_272461,ASSET_WB_272461,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Tuglakabad, Souh East (water_body)"
BEN_AUTO_ASSET_WB_272462,ASSET_WB_272462,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Aali, Souh East (water_body)"
BEN_AUTO_ASSET_WB_272463,ASSET_WB_272463,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Aali, Souh East (water_body)"
BEN_AUTO_ASSET_WB_272464,ASSET_WB_272464,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Badar Pur, Souh East (water_body)"
BEN_AUTO_ASSET_WB_272465,ASSET_WB_272465,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Jaitpur, Souh East (water_body)"
BEN_AUTO_ASSET_WB_272466,ASSET_WB_272466,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Jasola, Souh East (water_body)"
BEN_AUTO_ASSET_WB_272467,ASSET_WB_272467,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Tank — Jasola, Souh East (water_body)"
BEN_AUTO_ASSET_WB_272468,ASSET_WB_272468,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Kotla Mahigram, Souh East (water_body)"
BEN_AUTO_ASSET_WB_272469,ASSET_WB_272469,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Madan Pur Khadar, Souh East (water_body)"
BEN_AUTO_ASSET_WB_272470,ASSET_WB_272470,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Meethapur, Souh East (water_body)"
BEN_AUTO_ASSET_WB_272471,ASSET_WB_272471,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Molar Band, Souh East (water_body)"
BEN_AUTO_ASSET_WB_272472,ASSET_WB_272472,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Molar Band, Souh East (water_body)"
BEN_AUTO_ASSET_WB_272473,ASSET_WB_272473,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Tajpul, Souh East (water_body)"
BEN_AUTO_ASSET_WB_272474,ASSET_WB_272474,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Amber Heri, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272475,ASSET_WB_272475,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Amber Heri, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272476,ASSET_WB_272476,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Dabri, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272477,ASSET_WB_272477,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Dhoolsiras, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272478,ASSET_WB_272478,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Dhoolsiras, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272479,ASSET_WB_272479,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Dhoolsiras, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272480,ASSET_WB_272480,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Dhoolsiras, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272481,ASSET_WB_272481,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Kakrola, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272482,ASSET_WB_272482,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Kakrola, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272483,ASSET_WB_272483,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Kakrola, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272484,ASSET_WB_272484,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Kakrola, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272485,ASSET_WB_272485,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Kakrola, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272486,ASSET_WB_272486,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Kakrola, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272487,ASSET_WB_272487,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Kakrola, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272488,ASSET_WB_272488,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Nangli Sakrawati, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272489,ASSET_WB_272489,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Nasirpur, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272490,ASSET_WB_272490,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Nasirpur, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272491,ASSET_WB_272491,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Nasirpur, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272492,ASSET_WB_272492,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Palam, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272493,ASSET_WB_272493,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Palam, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272494,ASSET_WB_272494,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Palam, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272495,ASSET_WB_272495,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Palam, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272496,ASSET_WB_272496,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Palam, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272497,ASSET_WB_272497,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Pochanpur, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272498,ASSET_WB_272498,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Pochanpur, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272499,ASSET_WB_272499,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Pochanpur, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272500,ASSET_WB_272500,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Pochanpur, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272501,ASSET_WB_272501,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Pochanpur, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272502,ASSET_WB_272502,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Pochanpur, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272503,ASSET_WB_272503,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Aslat Pur Khawad, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272504,ASSET_WB_272504,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Aslat Pur Khawad, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272505,ASSET_WB_272505,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Badu Sarai, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272506,ASSET_WB_272506,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Badu Sarai, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272507,ASSET_WB_272507,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Badu Sarai, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272508,ASSET_WB_272508,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Badu Sarai, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272509,ASSET_WB_272509,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Bamnoli, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272510,ASSET_WB_272510,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Bamnoli, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272511,ASSET_WB_272511,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Bhartal, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272512,ASSET_WB_272512,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Bhartal, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272513,ASSET_WB_272513,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Bhartal, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272514,ASSET_WB_272514,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Bhartal, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272515,ASSET_WB_272515,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Bijwasan, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272516,ASSET_WB_272516,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Bijwasan, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272517,ASSET_WB_272517,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Bijwasan, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272518,ASSET_WB_272518,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Chhawla, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272519,ASSET_WB_272519,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Chhawla, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272520,ASSET_WB_272520,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Chhawla, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272521,ASSET_WB_272521,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Chhawla, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272522,ASSET_WB_272522,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Chhawla, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272523,ASSET_WB_272523,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Chhawla, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272524,ASSET_WB_272524,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Chhawla, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272525,ASSET_WB_272525,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Chhawla, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272526,ASSET_WB_272526,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Chhawla, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272527,ASSET_WB_272527,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Dariya Pur Khurd, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272528,ASSET_WB_272528,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Dariya Pur Khurd, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272529,ASSET_WB_272529,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Dariya Pur Khurd, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272530,ASSET_WB_272530,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Dariya Pur Khurd, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272531,ASSET_WB_272531,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Daulat Pura, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272532,ASSET_WB_272532,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Daulat Pura, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272533,ASSET_WB_272533,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Daulat Pura, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272534,ASSET_WB_272534,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Daulat Pura, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272535,ASSET_WB_272535,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Deorala, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272536,ASSET_WB_272536,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Deorala, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272537,ASSET_WB_272537,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Deorala, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272538,ASSET_WB_272538,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Deorala, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272539,ASSET_WB_272539,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Dindar Pur, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272540,ASSET_WB_272540,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Dindar Pur, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272541,ASSET_WB_272541,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Ghuman Hera, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272542,ASSET_WB_272542,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Ghuman Hera, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272543,ASSET_WB_272543,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Ghuman Hera, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272544,ASSET_WB_272544,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Ghuman Hera, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272545,ASSET_WB_272545,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Ghuman Hera, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272546,ASSET_WB_272546,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Ghuman Hera, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272547,ASSET_WB_272547,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Ghuman Hera, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272548,ASSET_WB_272548,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Goela Khurd, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272549,ASSET_WB_272549,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Goela Khurd, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272550,ASSET_WB_272550,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Hasanpur, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272551,ASSET_WB_272551,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Hasanpur, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272552,ASSET_WB_272552,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Jhatikra, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272553,ASSET_WB_272553,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Jhatikra, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272554,ASSET_WB_272554,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Jhatikra, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272555,ASSET_WB_272555,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Jhatikra, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272556,ASSET_WB_272556,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Kangan Heri, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272557,ASSET_WB_272557,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Kangan Heri, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272558,ASSET_WB_272558,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Kangan Heri, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272559,ASSET_WB_272559,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Kangan Heri, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272560,ASSET_WB_272560,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Kangan Heri, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272561,ASSET_WB_272561,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Kapashera, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272562,ASSET_WB_272562,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Kapashera, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272563,ASSET_WB_272563,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Nanak Heri, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272564,ASSET_WB_272564,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Nanak Heri, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272565,ASSET_WB_272565,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Nanak Heri, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272566,ASSET_WB_272566,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Paprawat, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272567,ASSET_WB_272567,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Other Water Body — Paprawat, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272568,ASSET_WB_272568,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Paprawat, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272569,ASSET_WB_272569,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Paprawat, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272570,ASSET_WB_272570,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Paprawat, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272571,ASSET_WB_272571,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Paprawat, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272572,ASSET_WB_272572,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Paprawat, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272573,ASSET_WB_272573,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Pindwalan Kalan, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272574,ASSET_WB_272574,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Pindwalan Kalan, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272575,ASSET_WB_272575,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Pindwalan Kalan, Souh West (water_body)"
BEN_AUTO_ASSET_WB_272576,ASSET_WB_272576,SCH_AMRUT,REG_DELHI,100,"Auto-estimated beneficiaries for Lake/Pond — Pindwalan Khurd, Souh West (water_body)"
