region_id,name,type,parent_region_id,population,lat,lon
GEO_IN_AP_248121_W126564,Tirupati - Ward No.41,ward,GEO_IN_AP_248121,,,
GEO_IN_AP_248121_W126535,Tirupati - Ward No.24,ward,GEO_IN_AP_248121,,,
GEO_IN_AP_248121_W126570,Tirupati - Ward No.46,ward,GEO_IN_AP_248121,,,
GEO_IN_AP_248121_W126553,Tirupati - Ward No.35,ward,GEO_IN_AP_248121,,,
GEO_IN_AP_248121_W126555,Tirupati - Ward No.36,ward,GEO_IN_AP_248121,,,
GEO_IN_AP_248121_W53593,Tirupati (M) - Ward No.1,ward,GEO_IN_AP_248121,,,
GEO_IN_AP_248121_W53601,Tirupati (M) - Ward No.9,ward,GEO_IN_AP_248121,,,
GEO_IN_AP_248121_W126569,Tirupati - Ward No.45,ward,GEO_IN_AP_248121,,,
GEO_IN_AP_248121_W126547,Tirupati - Ward No.32,ward,GEO_IN_AP_248121,,,
GEO_IN_AP_248121_W126543,Tirupati - Ward No.30,ward,GEO_IN_AP_248121,,,
GEO_IN_AP_248121_W53596,Tirupati (M) - Ward No.4,ward,GEO_IN_AP_248121,,,
GEO_IN_AP_248121_W126572,Tirupati - Ward No.48,ward,GEO_IN_AP_248121,,,
GEO_IN_AP_248121_W53600,Tirupati (M) - Ward No.8,ward,GEO_IN_AP_248121,,,
GEO_IN_AP_248121_W53603,Tirupati (M) - Ward No.11,ward,GEO_IN_AP_248121,,,
GEO_IN_AP_248121_W126536,Tirupati - Ward No.25,ward,GEO_IN_AP_248121,,,
GEO_IN_AP_248121_W53597,Tirupati (M) - Ward No.5,ward,GEO_IN_AP_248121,,,
GEO_IN_AP_248121_W126537,Tirupati - Ward No.26,ward,GEO_IN_AP_248121,,,
GEO_IN_AP_248121_W53602,Tirupati (M) - Ward No.10,ward,GEO_IN_AP_248121,,,
GEO_IN_AP_248121_W53607,Tirupati (M) - Ward No.15,ward,GEO_IN_AP_248121,,,
GEO_IN_AP_248121_W126568,Tirupati - Ward No.44,ward,GEO_IN_AP_248121,,,
GEO_IN_AP_248121_W53609,Tirupati (M) - Ward No.17,ward,GEO_IN_AP_248121,,,
GEO_IN_AP_248121_W53595,Tirupati (M) - Ward No.3,ward,GEO_IN_AP_248121,,,
GEO_IN_AP_248121_W126558,Tirupati - Ward No.38,ward,GEO_IN_AP_248121,,,
GEO_IN_AP_248121_W53604,Tirupati (M) - Ward No.12,ward,GEO_IN_AP_248121,,,
GEO_IN_AP_248121_W53613,Tirupati - Ward No.21,ward,GEO_IN_AP_248121,,,
GEO_IN_AP_248121_W53594,Tirupati (M) - Ward No.2,ward,GEO_IN_AP_248121,,,
GEO_IN_AP_248121_W126541,Tirupati - Ward No.29,ward,GEO_IN_AP_248121,,,
GEO_IN_AP_248121_W126549,Tirupati - Ward No.33,ward,GEO_IN_AP_248121,,,
GEO_IN_KA,Karnataka,state,GEO_IN,,15.3173,75.7139
GEO_IN_KA_276600,Bbmp,city,GEO_IN_KA,,,
GEO_IN_KA_276600_W1303160,Ward No.22 (Peenya Industrial Area),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302804,Ward No.132 (Rajaji Nagar ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302761,Ward No.89 (Vijinapura),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302768,Ward No.96 (HAL Airport ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1303146,Ward No.8 (Amrutahalli),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302776,Ward No.104 (Varthuru),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302753,Ward No.81 (Kammanahalli),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302769,Ward No.97 (Kadugodi),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1303145,Ward No.7 (Thanisandra),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302789,Ward No.117 (Vasanthnagar),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302701,Ward No. 29 (Ullalu),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302852,Ward No.180(Someswara Temple Ward ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1303142,Ward No.4 (Yelahanka Satellite Town),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302750,Ward No.78 (HBR Layout ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302705,Ward No. 33 (Hemmigepura),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302870,Ward No.198 (Dodda Ganapati ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302803,Ward No.131 (Shivanagara),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302797,Ward No.125 (Okalipuram),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302722,Ward No.50 (Nalvadi Krishna Raja Wadeyar),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302784,Ward No.112 (New Tippasandara ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1303157,Ward No.19 (T Dasarahalli),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302793,Ward No.121 (Ulsoor),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1303149,Ward No.11(Kodigehalli),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302767,Ward No.95 (Vijnana Nagar ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302735,Ward No.63 (Hebbala),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W3290552,Ward No.212(Naganathapura),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302835,Ward No.163 (Vishveshwara Puram ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W3290558,Ward No.218(Bommanahalli),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W3290545,Ward No.205(Yelachenahalli),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302790,Ward No.118 (Sampangiram Nagar ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W3290554,Ward No.214(Puttenahalli),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W3290546,Ward No.206(Konanakunte ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302702,Ward No. 30 (Nagadevanahalli),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302809,Ward No.137 (Marenahalli),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302802,Ward No.130 (Sri rama mandir ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302781,Ward No.109 (Benniganahalli),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302756,Ward No.84 (Lingarajapura),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302807,Ward No.135 (Dr. Raj Kumar Agrahara Dasarahalli),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302724,Ward No.52 (Shakthi Ganapathi Nagar ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302798,Ward No.126 (Binnipete),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302785,Ward No.113 (Hoysala Nagar ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302830,Ward No.158 (Chamrajapet),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302708,Ward No. 36 (Jalahalli),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302851,Ward No.179 (Madivala),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302841,Ward No.169 (Vannarpet),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302714,Ward No.42 (Srigandhadakaval),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302727,Ward No.55 (Malleswaram),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1303140,Ward No.2 (Chowdeswari Ward),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302730,Ward No.58 (Kadu Malleshwar Ward ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302719,Ward No.47 (Dr. Puneet Rajkumar),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302764,Ward No.92 (Basavanapura),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302795,Ward No.123 (Gandhinagar),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302791,Ward No.119 (Shivaji Nagar),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302838,Ward No.166 (Shanthi Nagar),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302845,Ward No.173 (Ejipura),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302866,Ward No.194 (Chikkalsandra),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302817,Ward No.145 (Vijayanagar),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W3290540,Ward No.200(Swamy Vivekananda),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302836,Ward No.164 (Hombegowda Nagar),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1303147,Ward No.9 (Hebbal Kempapura),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302710,Ward No. 38 (Laxmidevi Nagar ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302867,Ward No.195 (Hosakerehalli),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W3290559,Ward No.219(Hongasandra),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302857,Ward No.185 (J P Nagar ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302806,Ward No.134 (Kamakshipalya),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1303156,Ward No.18 (Bagalakunte),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302749,Ward No.77 (Nagavara),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302748,Ward No.76 (Hennur),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302818,Ward No.146 (Hosahalli),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302850,Ward No.178 (Suddagunte Palya ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302731,Ward No.59 (Subramanya Nagar ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302800,Ward No.128 (Chickpete),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302744,Ward No.72 (Devara Jeevanahalli),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302855,Ward No.183 (Gurappanapalya),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302799,Ward No.127 (Cottonpete),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W3290550,Ward No.210(Kalena Agrahara ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302747,Ward No.75 (Pulikeshinagar),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302839,Ward No.167 (Ashok Nagar ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302774,Ward No.102 (AECS Layout ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302712,Ward No. 40 (Chowdeshwari Nagar ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302827,Ward No.155 (Devaraj Urs Nagar ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302831,Ward No.159 (Azad Nagar ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302704,Ward No. 32 (Kengeri),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302757,Ward No.85 (Maruthi Seva Nagar ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302758,Ward No.86 (Challakere),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302780,Ward No.108 (Cox Town),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302865,Ward No.193 (Padmanabha Nagar ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302796,Ward No.124 (Subhash Nagar),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302823,Ward No.151 (Deepanjali Nagar ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302728,Ward No.56 (Aramane Nagara),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302842,Ward No.170 (Jogupalya),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302779,Ward No.107 (Bellanduru),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302834,Ward No.162 (Sunkenahalli),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302801,Ward No.129 (Dayananda Nagar ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302703,Ward No. 31 (Bande Mutt),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1303153,Ward No.15 (Kammagondanahalli),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302811,Ward No.139 (Mudalapalya ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302709,Ward No. 37 (Peenya),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302698,Ward No. 26 (Dodda Bidarakallu ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302854,Ward No.182 (Byrasandra),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302837,Ward No.165 (B Venkata Reddy Nagar),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302868,Ward No.196 (Gavi Gangadhareshwara),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302739,Ward No.67 (Ganga Nagar ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302787,Ward No.115 (Konena Agrahara ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302861,Ward No.189 (Ganesh Mandir ward),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1303139,Ward No.1(Kempegowda Ward),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302734,Ward No.62 (Sanjaya Nagar ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W3290556,Ward No.216(Hulimavu),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302707,Ward No. 35 (Yeshwanthpura),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302822,Ward No.150 (Attiguppe),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302737,Ward No.65 (Manorayanapalya ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302740,Ward No.68 (Jayachamarajendra Nagar ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302859,Ward No.187 (Sarakki),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302706,Ward No. 34 (JP Park ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302821,Ward No.149 (Gali Anjaneya Temple Ward ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1303150,Ward No.12 (Dodda Bommasandra),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302773,Ward No.101 (Dodda Nekkundi ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302849,Ward No.177 (Lakkasandra),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W3290563,Ward No.223(Mangammanapalya),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302846,Ward No.174 (Koramangala),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302736,Ward No.64 (Vishwanath Nagenahalli ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302743,Ward No.71(Muneshwara Nagar ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W3290541,Ward No.201(Katriguppe),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302755,Ward No.83 (Subbayyanapalya),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W3290551,Ward No.211(Begur),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302700,Ward No. 28 (Herohalli),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W3290549,Ward No.209(Gottigere),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302843,Ward No.171 (Domlur),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302772,Ward No.100 (Garudachar Palya ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W3290542,Ward No.202(Uttarahalli),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W3290547,Ward No.207(RBI layout ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302794,Ward No.122 (Dattatreya Temple ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302771,Ward No.99 (Byrathi),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302765,Ward No.93 (Devasandra),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1303148,Ward No.10 (Byatarayanapura),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302786,Ward No.114 (Jeevanbhima Nagar ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302833,Ward No.161 (Silver Jublee Park ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302746,Ward No.74 (Sagayarapuram),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302721,Ward No.49 (Nagapura),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302718,Ward No.46 (Rajiv Nagar),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302745,Ward No.73 (S K Garden ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302759,Ward No.87 (Horamavu),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302778,Ward No.106 (Marathahalli),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302695,Ward No. 23 (Rajagopal Nagar),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302808,Ward No.136 (Govindaraja Nagar ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302858,Ward No.186 (Shakambari Nagar ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1303151,Ward No.13 (Vidyaranyapura),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W3290565,Ward No.225(Kudlu),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302754,Ward No.82 (Banasavadi),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302810,Ward No.138 (Kaveripura),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302741,Ward No.69 (Kaval Bairasandra ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302863,Ward No.191 (Banashankari Temple ward ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302716,Ward No.44 (Jnana Bharathi ward ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302723,Ward No.51(Shankar Matt ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302853,Ward No.181 (BTM Layout),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302715,Ward No.43 (Mallathalli),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302726,Ward No.54 (Mattikere),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302814,Ward No.142 (Chandralayout),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302819,Ward No.147 (Hampi Nagar),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302832,Ward No.160 (Dharmaraya Swamy Temple ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302697,Ward No. 25 (Sunkadakatte),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W3290557,Ward No.217(Kodichikkanahalli ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302783,Ward No.111 (Kaggadasanapura),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302742,Ward No.70 (Kushal Nagar),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302820,Ward No.148 (New Guddadahalli ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302732,Ward No.60 (Gayithri Nagar ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302792,Ward No.120 (Bharathi Nagar ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W3290555,Ward No.215(Bilekhalli),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302825,Ward No.153 (Padarayanapura),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1303143,Ward No.5 (Kogilu),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302826,Ward No.154 (Rayapuram),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302829,Ward No.157 (K R Market ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302696,Ward No. 24 (Hegganahalli),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302844,Ward No.172 (Agaram),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302812,Ward No.140 (Maruthi Mandir ward ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302775,Ward No.103 (White Field ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302862,Ward No.190 (Devagiri Temple Ward ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302869,Ward No.197 (Srinagar),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302720,Ward No.48 (Mahalakshmipuram),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302840,Ward No.168 (Nilasandra),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W3290564,Ward No.224(Hosa Road ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302760,Ward No.88 (Kalkere),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W3290539,Ward No.199(Vidyapeeta ward ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1303152,Ward No.14 (Kuvempu Nagar),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302813,Ward No.141 (Nagarabhavi),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1303158,Ward No.20 (Nalagadarenahalli),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1303155,Ward No.17 (Chikkasandra),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302733,Ward No.61(Radhakrishna Temple Ward),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W3290544,Ward No.204(Vasanthpura),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302805,Ward No.133 (Basaveshwara Nagar),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W3290553,Ward No.213(Jaraganahalli),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W3290561,Ward No.221(HSR Layout ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302782,Ward No.110 (C V Raman Nagar),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302777,Ward No.105 (Munekollal),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302752,Ward No.80 (Kacharakanahalli),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W3290562,Ward No.222(Ibluru),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302717,Ward No.45(Rajarajeshwari Nagar),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W3290560,Ward No.220(Gharebhavipalya),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W3290543,Ward No.203(Subrahmanyapura),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302788,Ward No.116 (Ramaswamypalya),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W3290548,Ward No.208(Anjanapura),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302729,Ward No.57 (Rajamahal Guttahalli),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302762,Ward No.90 (Ramamurthy Nagar ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302848,Ward No.176 (Adugodi),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302815,Ward No.143 (Nayandahalli),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302738,Ward No.66 (Chamundi Nagara ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302766,Ward No.94 (A. Narayanapura ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302824,Ward No.152(Avalahalli),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302816,Ward No. 144 (Kempapura Agrahara ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302770,Ward No.98 (Hudi),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302751,Ward No.79 (Kadugondanahalli),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1303141,Ward No.3 (Atturu),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302847,Ward No.175 (Jakkasandra),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302699,Ward No. 27 (Lingadheeranahalli),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1303144,Ward No.6 (Jakkuru),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302856,Ward No.184 (Jayanagar East),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302763,Ward No.91 (K R Puram),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1303159,Ward No.21(Chokkasandra),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302713,Ward No.41(Kottegepalya),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302725,Ward No.53 (Vrisabhavathi Nagar ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302860,Ward No.188 (Yediyur),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1303154,Ward No.16 (Mallasandra),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302864,Ward No.192 (Kumaraswamy Layout ),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302711,Ward No. 39 (Laggere),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_276600_W1302828,Ward No.156 (Chalavadipalya),ward,GEO_IN_KA_276600,,,
GEO_IN_KA_253189,Anekal,city,GEO_IN_KA,,,
GEO_IN_KA_253189_W25980,Bangalore (M Corp.) - Ward No.9,ward,GEO_IN_KA_253189,,,
GEO_IN_KA_253189_W25985,Bangalore (M Corp.) - Ward No.14,ward,GEO_IN_KA_253189,,,
GEO_IN_KA_253189_W25976,Bangalore (M Corp.) - Ward No.5,ward,GEO_IN_KA_253189,,,
GEO_IN_KA_253189_W25977,Bangalore (M Corp.) - Ward No.6,ward,GEO_IN_KA_253189,,,
GEO_IN_KA_253189_W25974,Bangalore (M Corp.) - Ward No.3,ward,GEO_IN_KA_253189,,,
