region_id,name,type,parent_region_id,population,lat,lon
GEO_IN_AP_296263_W2308077,Election Ward No.11,ward,GEO_IN_AP_296263,,,
GEO_IN_AP_251778_W460,Bodhan (M) - Ward No.15,ward,GEO_IN_AP_251778,,,
GEO_IN_AP_251753_W55180,Sattenapalle (M) - Ward No.19,ward,GEO_IN_AP_251753,,,
GEO_IN_AP_251766_W55403,Ongole (M) - Ward No.3,ward,GEO_IN_AP_251766,,,
GEO_IN_AP_251740_W54628,Tanuku (M) - Ward No.4,ward,GEO_IN_AP_251740,,,
GEO_IN_AP_251754_W55155,Vinukonda M Ward No 6,ward,GEO_IN_AP_251754,,,
GEO_IN_AP_248111_W459,Ward No.15,ward,GEO_IN_AP_248111,,,
GEO_IN_AP_253227_W127739,Sullurpeta Ward No. 9,ward,GEO_IN_AP_253227,,,
GEO_IN_AP_251770_W160822,Kavali M Ward No 27,ward,GEO_IN_AP_251770,,,
GEO_IN_AP_299612_W3045659,Ward No 37,ward,GEO_IN_AP_299612,,,
GEO_IN_AP_296257_W2308095,Election Ward No.9,ward,GEO_IN_AP_296257,,,
GEO_IN_AP_251795_W53029,Nandyal (M) - Ward No.23,ward,GEO_IN_AP_251795,,,
GEO_IN_AP_251747_W1297802,Gudivada Ward No. 24,ward,GEO_IN_AP_251747,,,
GEO_IN_AP_248115_W53332,Dharmavaram (M) - Ward No.18,ward,GEO_IN_AP_248115,,,
GEO_IN_AP_251702_W52749,Bobbili (M) - Ward No.3,ward,GEO_IN_AP_251702,,,
GEO_IN_AP_257869_W126506,Giddalur-Ward No.16,ward,GEO_IN_AP_257869,,,
GEO_IN_AP_251782_W52129,25th Division,ward,GEO_IN_AP_251782,,,
GEO_IN_AP_251702_W52775,Bobbili (M) - Ward No.29,ward,GEO_IN_AP_251702,,,
GEO_IN_AP_257967_W127814,Ward,ward,GEO_IN_AP_257967,,,
GEO_IN_AP_251750_W1297850,Machilipatnam Ward No.41,ward,GEO_IN_AP_251750,,,
GEO_IN_AP_248121_W53599,Tirupati (M) - Ward No.7,ward,GEO_IN_AP_248121,,,
GEO_IN_AP_251732_W57968,Mandapeta Ward No.8,ward,GEO_IN_AP_251732,,,
GEO_IN_AP_251786_W52157,Rayachoti (CT) - Ward No.4,ward,GEO_IN_AP_251786,,,
GEO_IN_AP_296257_W2308111,Election Ward No.25,ward,GEO_IN_AP_296257,,,
GEO_IN_AP_277316_W1297379,Gollaprolu Ward No. 16,ward,GEO_IN_AP_277316,,,
GEO_IN_AP_251745_W54848,Nuzvid (M) - Ward No.14,ward,GEO_IN_AP_251745,,,
GEO_IN_AP_248126_W3046142,Puttur (CT) - Ward No.26,ward,GEO_IN_AP_248126,,,
GEO_IN_AP_251747_W1297799,Gudivada Ward No. 21,ward,GEO_IN_AP_251747,,,
GEO_IN_AP_251795_W52895,Nandyal (M) - Ward No.4,ward,GEO_IN_AP_251795,,,
GEO_IN_AP_263068_W1297654,Gudurnlr Ward No. 25,ward,GEO_IN_AP_263068,,,
GEO_IN_AP_251772_W51992,Nellore (M) - Ward No.38,ward,GEO_IN_AP_251772,,,
GEO_IN_AP_251752_W2172,Mangalagiri (M) - Ward No.24,ward,GEO_IN_AP_251752,,,
GEO_IN_AP_251762_W51815,Markapur (M) - Ward No.8,ward,GEO_IN_AP_251762,,,
GEO_IN_AP_251774_W52039,Venkatagiri (CT) - Ward No.20,ward,GEO_IN_AP_251774,,,
GEO_IN_AP_251766_W55449,Ongole (M) - Ward No.49,ward,GEO_IN_AP_251766,,,
GEO_IN_AP_257906_W161553,Jangareddigudem Ward No 16,ward,GEO_IN_AP_257906,,,
GEO_IN_AP_251795_W7182,Moolasagaram(Rural) Ward No.33,ward,GEO_IN_AP_251795,,,
GEO_IN_AP_251752_W55134,Mangalagiri (M) - Ward No.4,ward,GEO_IN_AP_251752,,,
GEO_IN_AP_248112_W1297302,Anantapur Ward No. 47,ward,GEO_IN_AP_248112,,,
GEO_IN_AP_251781_W52103,Yerraguntla (CT) - Ward No.5,ward,GEO_IN_AP_251781,,,
GEO_IN_AP_251754_W55130,Vinukonda Ward No.25,ward,GEO_IN_AP_251754,,,
GEO_IN_AP_257831_W162489,Naidupet Ward No. 17,ward,GEO_IN_AP_257831,,,
GEO_IN_AP_251731_W57981,Kakinada (M) - Ward No.15,ward,GEO_IN_AP_251731,,,
GEO_IN_AP_251701_W52728,Parvathipuram (M) - Ward No.19,ward,GEO_IN_AP_251701,,,
GEO_IN_AP_251703_W52817,Salur (M) - Ward No.20,ward,GEO_IN_AP_251703,,,
GEO_IN_AP_251774_W52031,Venkatagiri (CT) - Ward No.12,ward,GEO_IN_AP_251774,,,
GEO_IN_AP_258033_W160778,Atmakurnlr Ward No 14,ward,GEO_IN_AP_258033,,,
GEO_IN_AP_251746_W58246,Vijayawada (M Corp.) - Ward No.39,ward,GEO_IN_AP_251746,,,
GEO_IN_AP_251741_W54774,Chinameram (OG) (Part) - Ward No.28,ward,GEO_IN_AP_251741,,,
GEO_IN_AP_251751_W55125,Macherla (M) - Ward No.15,ward,GEO_IN_AP_251751,,,
GEO_IN_AP_251700_W1297683,Srikakulam Ward No. 29,ward,GEO_IN_AP_251700,,,
GEO_IN_AP_251757_W69687,Guntur (M Corp.) - Ward No.41,ward,GEO_IN_AP_251757,,,
GEO_IN_AP_253254_W373,Ward No. 15,ward,GEO_IN_AP_253254,,,
GEO_IN_AP_251789_W52332,Kurnool Ward No. 4,ward,GEO_IN_AP_251789,,,
GEO_IN_AP_253273_W3046097,Nandikotkur Ward No. 26,ward,GEO_IN_AP_253273,,,
GEO_IN_AP_251782_W2558,33rd Division,ward,GEO_IN_AP_251782,,,
GEO_IN_AP_251782_W52123,19th Division,ward,GEO_IN_AP_251782,,,
GEO_IN_AP_251770_W160745,Kavali M Ward No 20,ward,GEO_IN_AP_251770,,,
GEO_IN_AP_258054_W3046172,Yelamanchili M Ward No 25,ward,GEO_IN_AP_258054,,,
GEO_IN_AP_251746_W58190,Vijayawada (M Corp.) - Ward No.11,ward,GEO_IN_AP_251746,,,
GEO_IN_AP_251709_W52977,Vizianagaram (M) - Ward No.4,ward,GEO_IN_AP_251709,,,
GEO_IN_AP_296264_W2331490,Election Ward No.28,ward,GEO_IN_AP_296264,,,
GEO_IN_AP_251752_W2169,Mangalagiri (M) - Ward No.21,ward,GEO_IN_AP_251752,,,
GEO_IN_AP_251722_W54038,Tuni (M) - Ward No.5,ward,GEO_IN_AP_251722,,,
GEO_IN_AP_251768_W55481,Kandukur (M) - Ward No.12,ward,GEO_IN_AP_251768,,,
GEO_IN_AP_251759_W51674,Ponnur (M) - Ward No.16,ward,GEO_IN_AP_251759,,,
GEO_IN_AP_251757_W59177,Guntur (M Corp.) - Ward No.24,ward,GEO_IN_AP_251757,,,
GEO_IN_AP_248117_W53065,Rayadurg (M) - Ward No.14,ward,GEO_IN_AP_248117,,,
GEO_IN_AP_251719_W54000,Visakhapatnam (M Corp.) - Ward No.58,ward,GEO_IN_AP_251719,,,
GEO_IN_AP_248125_W53618,Nagari (CT) - Ward No.4,ward,GEO_IN_AP_248125,,,
GEO_IN_AP_251752_W55132,Mangalagiri (M) - Ward No.2,ward,GEO_IN_AP_251752,,,
GEO_IN_AP_253273_W1297585,Nandikotkur Ward No. 4,ward,GEO_IN_AP_253273,,,
GEO_IN_AP_248115_W1297393,Dharmavaram Ward No. 40,ward,GEO_IN_AP_248115,,,
GEO_IN_AP_277315_W1297512,Mummidivaram Ward No.20,ward,GEO_IN_AP_277315,,,
GEO_IN_AP_251749_W59143,Pedana (NP) - Ward No.7,ward,GEO_IN_AP_251749,,,
GEO_IN_AP_251719_W53530,Visakhapatnam (M Corp.) - Ward No.45,ward,GEO_IN_AP_251719,,,
GEO_IN_AP_258054_W163346,Yelamanchili M Ward No 21,ward,GEO_IN_AP_258054,,,
GEO_IN_AP_251735_W1297486,Amalapuram Ward No. 24,ward,GEO_IN_AP_251735,,,
GEO_IN_AP_251750_W54889,Machilipatnam (M) - Ward No.9,ward,GEO_IN_AP_251750,,,
GEO_IN_AP_251797_W276,Gooty (CT) - Ward No.21,ward,GEO_IN_AP_251797,,,
GEO_IN_AP_248124_W126514,Srikalahasti - Ward No.19,ward,GEO_IN_AP_248124,,,
GEO_IN_AP_251772_W51981,Nellore (M) - Ward No.27,ward,GEO_IN_AP_251772,,,
GEO_IN_AP_251761_W51800,Repalle (M) - Ward No.9,ward,GEO_IN_AP_251761,,,
GEO_IN_AP_248118_W53372,Hindupur (M) - Ward No.9,ward,GEO_IN_AP_248118,,,
GEO_IN_AP_251696_W52670,Ichchapuram (NP) - Ward No.12,ward,GEO_IN_AP_251696,,,
GEO_IN_AP_251738_W54587,Tadepalligudem (M) - Ward No.10,ward,GEO_IN_AP_251738,,,
GEO_IN_AP_248117_W53063,Rayadurg (M) - Ward No.12,ward,GEO_IN_AP_248117,,,
GEO_IN_AP_251780_W52075,Jammalamadugu (CT) - Ward No.3,ward,GEO_IN_AP_251780,,,
GEO_IN_AP_251731_W58009,Kakinada (M) - Ward No.29,ward,GEO_IN_AP_251731,,,
GEO_IN_AP_251757_W69693,Guntur (M Corp.) - Ward No.47,ward,GEO_IN_AP_251757,,,
GEO_IN_AP_251727_W1297710,Samalkot Ward No.20,ward,GEO_IN_AP_251727,,,
GEO_IN_AP_251745_W54851,Nuzvid (M) - Ward No.17,ward,GEO_IN_AP_251745,,,
GEO_IN_AP_251719_W53519,Visakhapatnam (M Corp.) - Ward No.34,ward,GEO_IN_AP_251719,,,
GEO_IN_AP_251751_W2477,Macherla (M) - Ward No. 22,ward,GEO_IN_AP_251751,,,
GEO_IN_AP_251740_W54654,Tanuku (M) - Ward No.30,ward,GEO_IN_AP_251740,,,
GEO_IN_AP_251781_W1297731,Yerraguntla Ward No. 12,ward,GEO_IN_AP_251781,,,
GEO_IN_AP_251766_W55430,Ongole (M) - Ward No.30,ward,GEO_IN_AP_251766,,,
GEO_IN_AP_251716_W53424,Narsipatnam (CT) - Ward No.9,ward,GEO_IN_AP_251716,,,
GEO_IN_AP_251743_W54785,Palacole (M) - Ward No.10,ward,GEO_IN_AP_251743,,,
GEO_IN_AP_277319_W1297839,Jaggaiahpet Ward No. 25,ward,GEO_IN_AP_277319,,,
GEO_IN_AP_251731_W57979,Kakinada (M) - Ward No.14,ward,GEO_IN_AP_251731,,,
GEO_IN_AP_251797_W178,Gooty (CT) - Ward No.15,ward,GEO_IN_AP_251797,,,
GEO_IN_AP_251719_W54001,Visakhapatnam (M Corp.) - Ward No.59,ward,GEO_IN_AP_251719,,,
GEO_IN_AP_257868_W126457,Addanki-Ward No-8,ward,GEO_IN_AP_257868,,,
GEO_IN_AP_251725_W57217,Rajahmundry (M Corp.) - Ward No.21,ward,GEO_IN_AP_251725,,,
GEO_IN_AP_251754_W55181,Vinukonda M Ward No 19,ward,GEO_IN_AP_251754,,,
GEO_IN_AP_251709_W3046027,Vizianagaram Ward No. 48,ward,GEO_IN_AP_251709,,,
GEO_IN_AP_251703_W52815,Salur (M) - Ward No.18,ward,GEO_IN_AP_251703,,,
GEO_IN_AP_248125_W53631,Nagari (CT) - Ward No.17,ward,GEO_IN_AP_248125,,,
GEO_IN_AP_251756_W55711,Chilakaluripet (M) - Ward No.31,ward,GEO_IN_AP_251756,,,
GEO_IN_AP_248111_W468,Ward No.18,ward,GEO_IN_AP_248111,,,
GEO_IN_AP_251752_W2174,Mangalagiri (M) - Ward No.26,ward,GEO_IN_AP_251752,,,
GEO_IN_AP_248114_W3046164,Tadipatri Ward No.35,ward,GEO_IN_AP_248114,,,
GEO_IN_AP_253270_W1297354,Atmakurknl Ward No. 11,ward,GEO_IN_AP_253270,,,
GEO_IN_AP_251789_W52338,Kurnool Ward No. 7,ward,GEO_IN_AP_251789,,,
GEO_IN_AP_248111_W3046044,Ward No.28,ward,GEO_IN_AP_248111,,,
GEO_IN_AP_251722_W1297762,Tuni Ward No.26,ward,GEO_IN_AP_251722,,,
GEO_IN_AP_248126_W53667,Puttur (CT) - Ward No.20,ward,GEO_IN_AP_248126,,,
GEO_IN_AP_251792_W1297521,Adoni Ward No. 35,ward,GEO_IN_AP_251792,,,
GEO_IN_AP_251716_W53441,Narsipatnam (CT) - Ward No.26,ward,GEO_IN_AP_251716,,,
GEO_IN_AP_251795_W52903,Nandyal (M) - Ward No.8,ward,GEO_IN_AP_251795,,,
GEO_IN_AP_251745_W54859,Nuzvid (M) - Ward No.25,ward,GEO_IN_AP_251745,,,
GEO_IN_AP_299713_W3045665,Ward No 5,ward,GEO_IN_AP_299713,,,
GEO_IN_AP_248112_W1297300,Anantapur Ward No. 45,ward,GEO_IN_AP_248112,,,
GEO_IN_AP_248122_W56074,Chittoor - Ward No.28,ward,GEO_IN_AP_248122,,,
GEO_IN_AP_251770_W160815,Kavali M Ward No 25,ward,GEO_IN_AP_251770,,,
GEO_IN_AP_251782_W52113,9th Division,ward,GEO_IN_AP_251782,,,
GEO_IN_AP_251795_W1297605,Nandyal Ward No. 34,ward,GEO_IN_AP_251795,,,
GEO_IN_AP_251719_W53524,Visakhapatnam (M Corp.) - Ward No.39,ward,GEO_IN_AP_251719,,,
GEO_IN_AP_253169_W3046064,Dhone Ward No. 29,ward,GEO_IN_AP_253169,,,
GEO_IN_AP_251757_W59170,Guntur (M Corp.) - Ward No.17,ward,GEO_IN_AP_251757,,,
GEO_IN_AP_248124_W126517,Srikalahasti - Ward No.22,ward,GEO_IN_AP_248124,,,
GEO_IN_AP_251725_W57199,Rajahmundry (M Corp.) - Ward No.3,ward,GEO_IN_AP_251725,,,
GEO_IN_AP_251782_W2564,39th Division,ward,GEO_IN_AP_251782,,,
GEO_IN_AP_253167_W1297787,Piduguralla Ward No 20,ward,GEO_IN_AP_253167,,,
GEO_IN_AP_248116_W1297433,Kadiri Ward No 27,ward,GEO_IN_AP_248116,,,
GEO_IN_AP_251737_W58127,Nidadavole (M) - Ward No.12,ward,GEO_IN_AP_251737,,,
GEO_IN_AP_251732_W57972,Mandapeta Ward No.10,ward,GEO_IN_AP_251732,,,
GEO_IN_AP_251746_W58244,Vijayawada (M Corp.) - Ward No.38,ward,GEO_IN_AP_251746,,,
GEO_IN_AP_296264_W2331479,Election Ward No.17,ward,GEO_IN_AP_296264,,,
GEO_IN_AP_251733_W54532,Ramachandrapuram (M) - Ward No.23,ward,GEO_IN_AP_251733,,,
GEO_IN_AP_251772_W51987,Nellore (M) - Ward No.33,ward,GEO_IN_AP_251772,,,
GEO_IN_AP_296262_W2308000,Election Ward No.20,ward,GEO_IN_AP_296262,,,
GEO_IN_AP_248112_W53311,Narayanapuram (OG) - Ward No.29,ward,GEO_IN_AP_248112,,,
GEO_IN_AP_251731_W57983,Kakinada (M) - Ward No.16,ward,GEO_IN_AP_251731,,,
GEO_IN_AP_251740_W54638,Tanuku (M) - Ward No.14,ward,GEO_IN_AP_251740,,,
GEO_IN_AP_251758_W51654,Tenali (M) - Ward No.27,ward,GEO_IN_AP_251758,,,
GEO_IN_AP_251739_W161493,Eluru Ward No 50,ward,GEO_IN_AP_251739,,,
GEO_IN_AP_253272_W1297329,Allagadda Ward No. 10,ward,GEO_IN_AP_253272,,,
GEO_IN_AP_251719_W1297929,Visakhapatnam (M Corp.) - Ward No.82,ward,GEO_IN_AP_251719,,,
GEO_IN_AP_253253_W357,Ward No. 19,ward,GEO_IN_AP_253253,,,
GEO_IN_AP_251761_W2252,Repalle (M) - Ward No.24,ward,GEO_IN_AP_251761,,,
GEO_IN_AP_248114_W1297473,Tadipatri Ward No.33,ward,GEO_IN_AP_248114,,,
GEO_IN_AP_251756_W3046052,Chilakaluripet (M) - Ward No.35,ward,GEO_IN_AP_251756,,,
GEO_IN_AP_251750_W54894,Machilipatnam (M) - Ward No.14,ward,GEO_IN_AP_251750,,,
GEO_IN_AP_251770_W55499,Kavali (M) - Ward No.6,ward,GEO_IN_AP_251770,,,
GEO_IN_AP_251719_W53494,Visakhapatnam (M Corp.) - Ward No.9,ward,GEO_IN_AP_251719,,,
GEO_IN_AP_251789_W52346,Kurnool Ward No. 11,ward,GEO_IN_AP_251789,,,
GEO_IN_AP_277316_W1297383,Gollaprolu Ward No. 20,ward,GEO_IN_AP_277316,,,
GEO_IN_AP_251731_W58043,Kakinada (M) - Ward No.46,ward,GEO_IN_AP_251731,,,
GEO_IN_AP_251750_W3045997,Machilipatnam Ward No.47,ward,GEO_IN_AP_251750,,,
GEO_IN_AP_251731_W57967,Kakinada (M) - Ward No.8,ward,GEO_IN_AP_251731,,,
GEO_IN_AP_299716_W3045728,Ward No 8,ward,GEO_IN_AP_299716,,,
GEO_IN_AP_257906_W161556,Jangareddigudem Ward No 19,ward,GEO_IN_AP_257906,,,
GEO_IN_AP_248124_W126525,Srikalahasti - Ward No.30,ward,GEO_IN_AP_248124,,,
GEO_IN_AP_251741_W54762,Bhimavaram (M) - Ward No.16,ward,GEO_IN_AP_251741,,,
GEO_IN_AP_251745_W54858,Nuzvid (M) - Ward No.24,ward,GEO_IN_AP_251745,,,
GEO_IN_AP_251742_W58150,Narasapur (M) - Ward No.16,ward,GEO_IN_AP_251742,,,
GEO_IN_AP_251698_W56960,Rajam (CT) - Ward No.3,ward,GEO_IN_AP_251698,,,
GEO_IN_AP_253272_W1297333,Allagadda Ward No. 14,ward,GEO_IN_AP_253272,,,
GEO_IN_AP_251789_W1297534,Kurnool Ward No. 20,ward,GEO_IN_AP_251789,,,
GEO_IN_AP_248115_W53334,Dharmavaram (M) - Ward No.20,ward,GEO_IN_AP_248115,,,
GEO_IN_AP_251725_W57224,Rajahmundry (M Corp.) - Ward No.28,ward,GEO_IN_AP_251725,,,
GEO_IN_AP_251778_W2084,Bodhan (M) - Ward No.31,ward,GEO_IN_AP_251778,,,
GEO_IN_AP_296256_W2323421,Election Ward No.1,ward,GEO_IN_AP_296256,,,
GEO_IN_AP_251747_W54876,Gudivada (M) - Ward No.17,ward,GEO_IN_AP_251747,,,
GEO_IN_AP_251724_W54069,Peddapuram (M) - Ward No.22,ward,GEO_IN_AP_251724,,,
GEO_IN_AP_251732_W57982,Mandapeta Ward No.15,ward,GEO_IN_AP_251732,,,
GEO_IN_AP_251741_W131486,Bhimavaram Ward No 37,ward,GEO_IN_AP_251741,,,
GEO_IN_AP_251751_W3046087,Macherla (M) - Ward No.31,ward,GEO_IN_AP_251751,,,
GEO_IN_AP_251728_W57481,Pithapuram (M) - Ward No.10,ward,GEO_IN_AP_251728,,,
GEO_IN_AP_251711_W53386,Nellimarla (CT) - Ward No.13,ward,GEO_IN_AP_251711,,,
GEO_IN_AP_251763_W55377,Chirala (M) - Ward No.16,ward,GEO_IN_AP_251763,,,
GEO_IN_AP_251762_W126623,Markapur M-Ward.25,ward,GEO_IN_AP_251762,,,
GEO_IN_AP_248115_W1297387,Dharmavaram Ward No. 34,ward,GEO_IN_AP_248115,,,
GEO_IN_AP_253273_W1297594,Nandikotkur Ward No. 13,ward,GEO_IN_AP_253273,,,
GEO_IN_AP_248119_W55674,Madanapalle (M) - Ward No.17,ward,GEO_IN_AP_248119,,,
GEO_IN_AP_251759_W51675,Ponnur (M) - Ward No.17,ward,GEO_IN_AP_251759,,,
GEO_IN_AP_251725_W57215,Rajahmundry (M Corp.) - Ward No.19,ward,GEO_IN_AP_251725,,,
GEO_IN_AP_248123_W53698,Palamaner - Ward No.20,ward,GEO_IN_AP_248123,,,
GEO_IN_AP_251778_W433,Bodhan (M) - Ward No.6,ward,GEO_IN_AP_251778,,,
GEO_IN_AP_251747_W1297805,Gudivada Ward No. 27,ward,GEO_IN_AP_251747,,,
GEO_IN_AP_251772_W52002,Nellore (Bit.1) (OG) - Ward No.48,ward,GEO_IN_AP_251772,,,
GEO_IN_AP_299716_W3045737,Ward No 17,ward,GEO_IN_AP_299716,,,
GEO_IN_AP_253252_W322,Ward No.7,ward,GEO_IN_AP_253252,,,
GEO_IN_AP_296262_W2307996,Election Ward No.16,ward,GEO_IN_AP_296262,,,
GEO_IN_AP_251750_W54883,Machilipatnam (M) - Ward No.3,ward,GEO_IN_AP_251750,,,
GEO_IN_AP_251698_W56969,Rajam (CT) - Ward No.12,ward,GEO_IN_AP_251698,,,
GEO_IN_AP_253102_W3046154,Rajampet Ward No.27,ward,GEO_IN_AP_253102,,,
GEO_IN_AP_248118_W53546,Hindupur (M) - Ward No.19,ward,GEO_IN_AP_248118,,,
GEO_IN_AP_251745_W54846,Nuzvid (M) - Ward No.12,ward,GEO_IN_AP_251745,,,
GEO_IN_AP_251701_W52724,Parvathipuram (M) - Ward No.15,ward,GEO_IN_AP_251701,,,
GEO_IN_AP_248121_W126540,Tirupati - Ward No.28,ward,GEO_IN_AP_248121,,,
GEO_IN_AP_251719_W1297932,Visakhapatnam (M Corp.) - Ward No.85,ward,GEO_IN_AP_251719,,,
GEO_IN_AP_251786_W52171,Rayachoti (CT) - Ward No.11,ward,GEO_IN_AP_251786,,,
GEO_IN_AP_251754_W55179,Vinukonda M Ward No 18,ward,GEO_IN_AP_251754,,,
GEO_IN_AP_251703_W52799,Salur (M) - Ward No.2,ward,GEO_IN_AP_251703,,,
GEO_IN_AP_251761_W51804,Repalle (M) - Ward No.13,ward,GEO_IN_AP_251761,,,
GEO_IN_AP_251780_W52090,Jammalamadugu (CT) - Ward No.18,ward,GEO_IN_AP_251780,,,
GEO_IN_AP_296260_W2308043,Election Ward No.12,ward,GEO_IN_AP_296260,,,
GEO_IN_AP_248121_W126574,Tirupati - Ward No.50,ward,GEO_IN_AP_248121,,,
GEO_IN_AP_296260_W2308038,Election Ward No.7,ward,GEO_IN_AP_296260,,,
GEO_IN_AP_251795_W53013,Nandyal (M) - Ward No.15,ward,GEO_IN_AP_251795,,,
GEO_IN_AP_251747_W54875,Gudivada (M) - Ward No.16,ward,GEO_IN_AP_251747,,,
GEO_IN_AP_251795_W53025,Nandyal (M) - Ward No.21,ward,GEO_IN_AP_251795,,,
GEO_IN_AP_253169_W52896,Dhone Ward No. 4,ward,GEO_IN_AP_253169,,,
GEO_IN_AP_253273_W1297587,Nandikotkur Ward No. 6,ward,GEO_IN_AP_253273,,,
GEO_IN_AP_251766_W55439,Ongole (M) - Ward No.39,ward,GEO_IN_AP_251766,,,
GEO_IN_AP_251738_W3046177,Tadepalligudem Ward No. 39,ward,GEO_IN_AP_251738,,,
GEO_IN_AP_251743_W54791,Palacole (M) - Ward No.16,ward,GEO_IN_AP_251743,,,
GEO_IN_AP_248124_W55622,Srikalahasti (M) - Ward No.11,ward,GEO_IN_AP_248124,,,
GEO_IN_AP_251719_W54012,Visakhapatnam (M Corp.) - Ward No.70,ward,GEO_IN_AP_251719,,,
GEO_IN_AP_251766_W55417,Ongole (M) - Ward No.17,ward,GEO_IN_AP_251766,,,
GEO_IN_AP_251759_W2373,Ponnur (M) - Ward No.27,ward,GEO_IN_AP_251759,,,
GEO_IN_AP_251736_W54564,Kovvur (NP) - Ward No.3,ward,GEO_IN_AP_251736,,,
GEO_IN_AP_251773_W52019,Guduru (R) (East) (OG) (Part) - Ward No.17,ward,GEO_IN_AP_251773,,,
GEO_IN_AP_251774_W52034,Venkatagiri (CT) - Ward No.15,ward,GEO_IN_AP_251774,,,
GEO_IN_AP_251709_W52994,Vizianagaram (M) - Ward No.21,ward,GEO_IN_AP_251709,,,
GEO_IN_AP_258033_W160779,Atmakurnlr Ward No 15,ward,GEO_IN_AP_258033,,,
GEO_IN_AP_248119_W55671,Madanapalle (M) - Ward No.14,ward,GEO_IN_AP_248119,,,
GEO_IN_AP_251766_W55447,Ongole (M) - Ward No.47,ward,GEO_IN_AP_251766,,,
GEO_IN_AP_251725_W57234,Rajahmundry (M Corp.) - Ward No.38,ward,GEO_IN_AP_251725,,,
GEO_IN_AP_251742_W58149,Narasapur (M) - Ward No.15,ward,GEO_IN_AP_251742,,,
GEO_IN_AP_254924_W1297879,Tiruvuru Ward No.3,ward,GEO_IN_AP_254924,,,
GEO_IN_AP_299716_W3045727,Ward No 7,ward,GEO_IN_AP_299716,,,
GEO_IN_AP_251700_W1297697,Srikakulam Ward No. 43,ward,GEO_IN_AP_251700,,,
GEO_IN_AP_251741_W54760,Bhimavaram (M) - Ward No.14,ward,GEO_IN_AP_251741,,,
GEO_IN_AP_299716_W3045733,Ward No 13,ward,GEO_IN_AP_299716,,,
GEO_IN_AP_296260_W2308050,Election Ward No.19,ward,GEO_IN_AP_296260,,,
GEO_IN_AP_251740_W54627,Tanuku (M) - Ward No.3,ward,GEO_IN_AP_251740,,,
GEO_IN_AP_251737_W131060,Nidadavole Ward No 22,ward,GEO_IN_AP_251737,,,
GEO_IN_AP_254922_W1297865,Nandigama Ward No.14,ward,GEO_IN_AP_254922,,,
GEO_IN_AP_296261_W2307967,Election Ward No.7,ward,GEO_IN_AP_296261,,,
GEO_IN_AP_251716_W53425,Narsipatnam (CT) - Ward No.10,ward,GEO_IN_AP_251716,,,
GEO_IN_AP_296263_W2308073,Election Ward No.7,ward,GEO_IN_AP_296263,,,
GEO_IN_AP_251752_W1792,Mangalagiri (M) - Ward No.17,ward,GEO_IN_AP_251752,,,
GEO_IN_AP_296328_W2323489,Election Ward No.1,ward,GEO_IN_AP_296328,,,
GEO_IN_AP_257831_W162493,Naidupet Ward No. 20,ward,GEO_IN_AP_257831,,,
GEO_IN_AP_248124_W55632,Srikalahasti (M) - Ward No.16,ward,GEO_IN_AP_248124,,,
GEO_IN_AP_296264_W2331487,Election Ward No.25,ward,GEO_IN_AP_296264,,,
GEO_IN_AP_248112_W1297296,Anantapur Ward No. 41,ward,GEO_IN_AP_248112,,,
GEO_IN_AP_251787_W1297628,Yemmiganur Ward No. 33,ward,GEO_IN_AP_251787,,,
GEO_IN_AP_251789_W1297541,Kurnool Ward No. 27,ward,GEO_IN_AP_251789,,,
GEO_IN_AP_296260_W2308034,Election Ward No.3,ward,GEO_IN_AP_296260,,,
GEO_IN_AP_299713_W3045662,Ward No 2,ward,GEO_IN_AP_299713,,,
GEO_IN_AP_296257_W2308102,Election Ward No.16,ward,GEO_IN_AP_296257,,,
GEO_IN_AP_251749_W1297740,Pedana (NP) - Ward No. 18,ward,GEO_IN_AP_251749,,,
GEO_IN_AP_248123_W53690,Palamaner - Ward No.12,ward,GEO_IN_AP_248123,,,
GEO_IN_AP_248113_W1297413,Ward No 27,ward,GEO_IN_AP_248113,,,
GEO_IN_AP_251763_W55372,Chirala (M) - Ward No.11,ward,GEO_IN_AP_251763,,,
GEO_IN_AP_251739_W161479,Eluru Ward No 43,ward,GEO_IN_AP_251739,,,
GEO_IN_AP_251739_W54621,Gavaravaram (OG) - Ward No.30,ward,GEO_IN_AP_251739,,,
GEO_IN_AP_251763_W55373,Chirala (M) - Ward No.12,ward,GEO_IN_AP_251763,,,
GEO_IN_AP_251760_W2464,Bapatla (M) - Ward No. 23,ward,GEO_IN_AP_251760,,,
GEO_IN_AP_251736_W161504,Kovvur Ward No 18,ward,GEO_IN_AP_251736,,,
GEO_IN_AP_251799_W55593,Kalyandurg (CT) - Ward No.3,ward,GEO_IN_AP_251799,,,
GEO_IN_AP_253102_W52180,Rajampet Ward No.15,ward,GEO_IN_AP_253102,,,
GEO_IN_AP_248111_W456,Ward No.14,ward,GEO_IN_AP_248111,,,
GEO_IN_AP_253101_W3659,Pulivendula (M) - Ward No.17,ward,GEO_IN_AP_253101,,,
GEO_IN_AP_251772_W51998,Nellore (M) - Ward No.44,ward,GEO_IN_AP_251772,,,
GEO_IN_AP_253270_W1297350,Atmakurknl Ward No. 7,ward,GEO_IN_AP_253270,,,
GEO_IN_AP_251782_W52119,15th Division,ward,GEO_IN_AP_251782,,,
GEO_IN_AP_251786_W52203,Rayachoti (CT) - Ward No.27,ward,GEO_IN_AP_251786,,,
